10, 1.533e-07, 1.54592e-06
11, 2.94e-07, 2.84344e-06
12, 7.6872e-07, 6.32339e-06
13, 2.15473e-06, 1.3588e-05
14, 6.30239e-06, 2.98442e-05
15, 1.98352e-05, 4.07306e-05
16, 2.80883e-05, 7.07753e-05
17, 8.11709e-05, 0.000152324
18, 0.000224136, 0.000328689
19, 0.000624297, 0.000702538
20, 0.00192079, 0.001496
21, 0.00385513, 0.00318693
22, 0.0080079, 0.00681072
23, 0.0177371, 0.0144946
24, 0.044928, 0.0303629
25, 0.0908105, 0.0637364
26, 0.216681, 0.135941
27, 0.434778, 0.292499
28, 1.03921, 0.630294
29, 2.66044, 1.34558
30, 4.48929, 2.85855
31, 12.127, 5.99039
32, 27.1416, 12.6645
33, 103.736, 26.927
34, 166.724, 57.2199
35, 682.815, 120.14
36, 0, 251.969
37, 0, 532.96
