10, 1.09431e-07, 1.38589e-06
11, 2.62482e-07, 2.52093e-06
12, 7.15466e-07, 5.61545e-06
13, 2.03284e-06, 7.47628e-06
14, 2.99103e-06, 1.4035e-05
15, 9.9116e-06, 3.16259e-05
16, 2.81112e-05, 6.83873e-05
17, 8.04921e-05, 0.00014863
18, 0.000221933, 0.000323124
19, 0.000619341, 0.0006945
20, 0.00191297, 0.00149074
21, 0.00386728, 0.00319287
22, 0.00798317, 0.00689116
23, 0.0175718, 0.0147847
24, 0.044663, 0.0310474
25, 0.0901284, 0.0653282
26, 0.214669, 0.138846
27, 0.431616, 0.299029
28, 1.03791, 0.651955
29, 2.62693, 1.39348
30, 4.54754, 2.96513
31, 12.119, 6.23943
32, 27.0756, 13.1931
33, 101.915, 27.8231
34, 161.692, 59.1067
35, 671.035, 124.084
36, 0, 263.476
37, 0, 558.934
