10, 1.04702e-07, 1.55653e-06
11, 2.68164e-07, 2.89191e-06
12, 7.27469e-07, 6.32747e-06
13, 2.1147e-06, 6.86151e-06
14, 3.01368e-06, 1.5177e-05
15, 9.6984e-06, 3.36861e-05
16, 2.74011e-05, 7.2759e-05
17, 7.94745e-05, 0.00015739
18, 0.000217923, 0.000341152
19, 0.000608785, 0.000730794
20, 0.00187449, 0.00161085
21, 0.00383994, 0.00344927
22, 0.00792871, 0.00736224
23, 0.0173911, 0.0157705
24, 0.0446058, 0.0321648
25, 0.0897099, 0.0685952
26, 0.212486, 0.145032
27, 0.424994, 0.316625
28, 1.03537, 0.686158
29, 2.60567, 1.45992
30, 4.4542, 3.08745
31, 11.9174, 6.4638
32, 26.4949, 13.6163
33, 101.108, 28.7695
34, 160.492, 60.9985
35, 678.952, 129.156
36, 0, 271.887
